ИД,ФАМИЛИЯ,ИМЯ,ОТЧЕСТВО,ПИН,ИНН,ДАТА_РОЖДЕНИЯ,ПОЛ,МЕСТО_РОЖДЕНИЯ,ИНОСТРАН,КТО_СОЗДАЛ,КОГДА_СОЗДАЛ,КТО_ИЗМЕНИЛ,КОГДА_ИЗМЕНИЛ,ДАТА_СМЕРТИ,ФИО
115023,Федкович,Виталий,Александрович,,,2011-11-11 00:00:00,Ж,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115411,Калинин,Александра,Игоревна,,,1985-03-03 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
131364,Елесин,Андрей,Рафаилович,,,1980-12-24 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
118891,Чуприков,Родион,Дмитриевич,,,1987-06-17 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115267,Сазанов,Роман,Андреевна,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
116638,Голубев,Юрий,Анатольевич,,,1985-06-26 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
116654,Хазановский,Рафаэль,Иванович,,,1985-01-01 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
146303,Серебряков,Ольга,Владимирович,,,1993-06-07 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
125657,Бокарев,Наталья,Викторович,,,1987-01-09 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115263,Арефьева,Павел,.,,,1970-07-24 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
121008,Букин,Александр,Владимирович,,,1985-09-19 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
129448,Елецкая,Анна,Вячеславович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
134500,Лоторейчик,Максим,.,,,1990-07-05 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
155497,Громов,Роман,Викторович,,,1988-04-30 00:00:00,М,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
138857,Долгова,Анастасия,Юрьевич,,,2011-11-11 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
160540,Забельский,Вадим,Анатольевич,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
112827,Панкратьев,Ирина,Юрьевич,,,1975-06-29 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
116473,Семенов,Антон,Александровна,,,1992-08-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115976,Асафьев,Алексей,Евгеньевич,,,1987-08-16 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
137751,Гордеев,Дмитрий,Юрьевич,,,1990-10-22 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
117871,Шашилова,Сергей,Валерьевна,,,1978-05-19 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
138999,Погодин,Антон,Олегович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
116619,Шмин,Сергей,Владимирович,,,1989-02-07 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
113923,Демчук,Кирилл,Сергеевна,,,1989-03-31 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
132660,Федоров,Елена,Николаевич,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115164,Прожерин,Михаил,Валерьевна,,,1986-03-25 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
149193,Борисова,Ричардсон,Андреевна,,,1984-10-24 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
146535,Чугунова,Антон,Борисовна,,,2011-11-11 00:00:00,М,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
132445,Нугаев,Екатерина,Вячеславовна,,,1980-06-17 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
142383,Амзаев,Василий,Владимирович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
157988,Еголаева,Мария,Сергеевич,,,1983-03-28 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
139409,Седнев,Александр,Демьянович,,,2011-11-11 00:00:00,М,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
101137,Ализарчик,Александр,Александрович,,,1986-04-24 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
136914,Хижняк,Александр,Андреевич,,,1987-11-01 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
145655,Клещевников,Виктория,Владимирович,,,1988-02-25 00:00:00,М,,1,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
125699,Белоконев,Вячеслав,Анатольевна,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
120144,Добренькая,Алиса,Денисович,,,1992-03-25 00:00:00,М,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115228,Прокуров,Григорий,Анатольевич,,,1987-11-05 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
116106,Масич,Антон,Александрович,,,1985-01-01 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
137965,Хижняк,Татьяна,Васильевич,,,1994-08-04 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
133740,Кирсанов,Екатерина,Владимирович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
142163,Чупраков,Сергей,Сергеевич,,,1980-10-03 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
120192,Становой,Сергей,Сергеевич,,,1994-10-21 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
153766,Гриднева,Елена,Михайлович,,,1987-05-19 00:00:00,М,,1,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
133339,Ларионова,Михаил,Викторович,,,2062-05-29 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
119502,Волженкова,Эхташам,Васильевич,,,1983-01-01 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
121248,Волгутов,Дарья,Васильевич,,,1976-03-07 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
128314,Кириллова,Иван,Валерьевич,,,1983-01-01 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
134495,Фомина,.,Сергеевич,,,1990-10-12 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
133814,Всемирнова,Дмитрий,Анатольевич,,,1988-06-05 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
153362,Дорошин,Дмитрий,Юрьевич,,,1987-10-10 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
134143,Чуфырев,Филипп,Александровна,,,2011-11-11 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
153301,Путинцев,Роман,Леонидович,,,1983-09-25 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
125659,Канжелев,Антон,Иванович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
116416,Колесников,Юлия,Павловна,,,1988-06-09 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
137123,Романовский,Лидия,Витальевич,,,1983-01-01 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
142681,Шедько,Жаргал,.,,,1981-10-22 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
142408,Иванов, ,Александрович,,,1989-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
118001,Зюбенко,Олег,Анатольевич,,,1989-06-17 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
110104,Веретенников,.,Вадимовна,,,1991-04-07 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
118876,Сун Цинкэ,Руслан,Леонидович,,,1975-12-04 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
111824,Батов,Никита,Евгеньевич,,,1986-03-16 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
134240,Кривцова,Жанна,Николаевич,,,1987-01-20 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
152986,Петров,Николай,Сергеевна,,,1992-04-09 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
100673,Иванов,Галина,Юхановна,,,1991-05-12 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115148,Ким,Максим,Сергеевич,,,1987-07-23 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
134349,Комарова,Юрий,Владиславович,,,1978-11-24 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
137801,Кузнецов,Владимир,Владимирович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
100057,Горбатов,Алексей,Александрович,,,1983-01-01 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
139411,Кондратьев,Александр,Дмитриевич,,,1988-02-23 00:00:00,М,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
118717,Пасечная,Роман,Юрьевич,,,1984-08-30 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
133928,Коваленко,Антон,Александрович,,,1991-01-18 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
133953,Третьякова,Анна,Владимировна,,,1989-05-31 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
116419,Татарников,Константин,Леонидовна,,,1987-07-27 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
149016,Думанский,Дмитрий,Александровна,,,1985-10-18 00:00:00,Ж,,1,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
127546,Попова,Геннадий,Александрович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
137743,Осипов,Роман,Викторович,,,1983-04-19 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
135218,Новицкий,Алина,Игоревич,,,1982-03-27 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
120920,Хоменко,Оксана,Васильевич,,,1990-06-15 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
129449,Дашкин,Сергей,Руслановна,,,1982-01-02 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
116957,Арустамова,Анатолий,Сергеевич,,,1989-04-21 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
120222,Фадеев,Татьяна,Алексеевич,,,1993-12-23 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
121911,Шарипо,Александр,Валерьевич,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
125520,Лебедев,Елена,Александрович,,,1992-02-21 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
132055,Веременко,Иван,Олегович,,,1983-10-27 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
149491,Степанов,Дмитрий,Станиславович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115022,Пантюхов,Евгений,Владимирович,,,1983-11-24 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
134452,Петров,.,Викторовна,,,1990-05-15 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
110142,Рылеев,Владимир,Васильевич,,,1995-04-02 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
145459,Кузаев,Юрий,Александрович,,,1991-08-08 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
121784,Иванов,Екатерина,Александрович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
119179,Приходько,Ирина,Андреевич,,,1993-01-19 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
142866,Козлов,Сергей,Леонидович,,,1982-08-01 00:00:00,М,,1,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
126448,Ерохин,Юрий,Дмитриевич,,,1990-08-27 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
135295,Балабанова,Сурхо,Витальевич,,,1991-04-19 00:00:00,М,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
153357,Гаврилов,Евгения,Сергеевич,,,1991-06-19 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
152862,Марков,Александр,Иосифович,,,1987-08-12 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
113744,Соколов,Сергей,.,,,1987-12-10 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
157931,Малышев,Михаил,Кайратовна,,,1987-11-12 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
132548,Павлов,Татьяна,Геннадьевич,,,1989-07-28 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
113830,Оршанский,Михаил,Михайлович,,,1992-09-15 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
137917,Болотов,Никита,Арнисович,,,1981-04-08 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
157509,Чиченева,Пэн,Александрович,,,1983-01-16 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
119298,Сергиевский,Михаил,Игоревич,,,1988-01-15 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
122416,Шишков,Кирилл,Сергеевич,,,1991-03-29 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
114056,Зеленецкий,Григорий,Владимирович,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
110096,Грачева,Олег,Георгиевич,,,1981-03-11 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
157999,Дергачева,Владислав,Викторович,,,1988-06-13 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
153825,Капитонов,.,Александровна,,,1982-12-28 00:00:00,Ж,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
106102,Ризванова,Евгений,Александрович,,,1982-09-26 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
161009,Изъюров,Сергей,Александрович,,,1982-11-10 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
117971,Гончаров,Дмитрий,Станиславович,,,2011-11-11 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
161542,Свищёв,Павел,Павлович,,,1983-01-01 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
125692,Крупский,Алексей,Юрьевич,,,1984-09-10 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
121781,Колмогоров,Юлия,Александровна,,,2062-09-10 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
138385,Мельников,Шо,Валерьевич,,,1985-04-21 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
157246,Абдукаримов,Елена,Викторовна,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
134018,Коптелов,Наталья,Андреевна,,,2011-11-11 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
152929,Авдеев,Владимир,Геннадьевна,,,1990-12-19 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
129359,Осин,Миншуан,Игоревич,,,2040-05-08 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
113977,Хорошева,Кристина,Сергеевич,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
149172,Иманбаев,Тимур,Сергеевич,,,1992-05-29 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
162866,Цветков,Антон,Дильбарович,,,1989-05-14 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
160973,Попов,Елена,Александрович,,,1989-04-02 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
133901,Ивченко,Марина,Леонидович,,,1988-08-04 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
113910,Богатырев,Денис,Александрович,,,1987-08-29 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
137898,Романовский,Андрей,Борисович,,,2011-11-11 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
120893,Пеганов,Марк,.,,,1986-07-27 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115521,Точилин,Анна,Владимирович,,,1980-02-23 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
135786,Логунов,Артем,.,,,1985-08-07 00:00:00,М,,2,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
142254,Магазинов,Александр,Сергеевич,,,1994-06-17 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
161738,Михеев,Денис,Васильевич,,,2011-11-11 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
145868,Валитов,Людмила,Станиславович,,,1988-02-04 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
129342,Пономарев,Наталья,.,,,2011-11-11 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
149706,Мельничук,Виталий,Сергеевна,,,1983-10-23 00:00:00,Ж,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
115198,Янковская,Евгений,Юрьевич,,,1987-10-13 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
142599,Малинина,Елена,Юрьевич,,,1982-08-26 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
142257,Крыжановский,Гульнара,Николаевна,,,1984-08-24 00:00:00,М,,0,ISU_UCHEB,2011-11-08 15:56:03,ISU_UCHEB,2011-11-08 15:56:03,9999-09-09 00:00:00,
